id,name,author,team_size,slug,published,created,modified,comments,game_position,ludum_dare_version,data_authors,game_link,links_body,cool,feedback,given,grade,grade-01-average,grade-01-result,grade-02-average,grade-02-result,grade-03-average,grade-03-result,grade-04-average,grade-04-result,grade-05-average,grade-05-result,grade-06-average,grade-06-result,grade-07-average,grade-07-result,grade-08-average,grade-08-result,smart
218311,...a loop is a loop is...,[11802],1,a-loop-is-a-loop-is,2020-10-05T21:50:37Z,2020-10-01T08:41:02Z,2024-04-16T02:37:33Z,36,11,47,https://api.ldjam.com/vx/node2/get/11802,/events/ludum-dare/47/a-loop-is-a-loop-is,[],102.89915108551,18,60.75,58.375,4.405,11,4.267,21,4.638,2,4.681,3,3.914,476,4.017,137,2.854,680,3.882,290,-38.702866691344
217143,The Curse of Cattenburg,"[52174, 55462, 169797, 293262]",4,the-curse-of-cattenburg,2020-10-05T22:59:22Z,2020-09-29T22:22:00Z,2024-04-16T02:37:33Z,79,12,47,https://api.ldjam.com/vx/node2/get/52174+55462+169797+293262,/events/ludum-dare/47/the-curse-of-cattenburg,"['https://www.twitch.tv/videos/761848121', 'https://www.youtube.com/watch?v=v07-yQ7UdwA']",112.59790597992,68,110.625,79.875,4.399,12,4.076,91,4.203,54,3.994,365,4.829,3,4.447,21,3.753,183,4.263,70,-25.747986810265
225827,JANTOR,"[153052, 220582, 227151]",3,jantor,2020-10-05T20:42:55Z,2020-10-04T23:01:03Z,2024-04-16T02:37:33Z,17,13,47,https://api.ldjam.com/vx/node2/get/153052+220582+227151,/events/ludum-dare/47/jantor,[],171.30451860718,13,61.625,25.142857142857,4.391,13,4.348,14,3.935,183,4.083,261,4.44,91,,,3.905,137,4.152,103,-9.3134865823644
212644,SPÅRVAGN,[920],1,sparvagn,2020-10-05T21:48:08Z,2020-09-16T20:41:18Z,2024-04-16T02:37:33Z,40,14,47,https://api.ldjam.com/vx/node2/get/920,/events/ludum-dare/47/sparvagn,['https://youtu.be/usIMhdKetg4'],74.328678686275,7,34.875,64.125,4.381,14,3.937,189,3.627,485,4.23,124,4.677,25,4.095,100,2.848,686,4.344,43,-47.106412780015
217219,Beat Bash,[183365],1,beat-bash,2020-10-05T22:38:24Z,2020-09-30T02:46:27Z,2024-04-16T02:37:33Z,70,15,47,https://api.ldjam.com/vx/node2/get/183365,/events/ludum-dare/47/beat-bash,[],115.12286961838,74,75.875,58.25,4.371,15,4.405,7,4.362,21,4.026,320,4.578,44,4.353,36,3.156,463,4.148,104,-7.4815111348385
225402,Dream Chaser,[56305],1,dream-chaser,2020-10-05T22:46:52Z,2020-10-04T20:03:20Z,2024-04-16T02:37:33Z,16,16,47,https://api.ldjam.com/vx/node2/get/56305,/events/ludum-dare/47/dream-chaser,[],70.924629222175,14,10.375,24.714285714286,4.37,16,3.636,450,4.065,100,4.609,8,4.739,13,4.795,1,,,4.739,2,-23.531995127173
213119,Undead Carnival Carnage,[164051],1,undead-carnival-carnage,2020-10-05T19:50:56Z,2020-09-18T20:55:35Z,2024-04-16T02:37:33Z,51,17,47,https://api.ldjam.com/vx/node2/get/164051,/events/ludum-dare/47/undead-carnival-carnage,"['http://discord.gg/aZZ7ddT', 'https://www.youtube.com/user/JNguyenMusic1']",63.164968477665,19,29.375,74.625,4.363,17,4.164,52,3.699,395,4.13,221,4.919,1,4.66,5,3.8,161,4.418,23,-46.818397652169
213606,Hands on Work,"[7583, 163839]",2,hands-on-work,2020-10-05T21:53:28Z,2020-09-21T10:50:35Z,2024-04-16T02:37:33Z,25,18,47,https://api.ldjam.com/vx/node2/get/7583+163839,/events/ludum-dare/47/hands-on-work,['https://twitter.com/somepx'],126.82008253165,34,48.25,31,4.362,18,4.138,63,4.31,27,3.931,435,4.534,54,4.466,19,4.379,21,4.276,67,0
216949,U.F.O.M.O,"[4910, 228339]",2,u-f-o-m-o,2020-10-06T00:24:14Z,2020-09-29T17:11:37Z,2024-04-16T02:37:33Z,26,19,47,https://api.ldjam.com/vx/node2/get/4910+228339,/events/ludum-dare/47/u-f-o-m-o,"['https://freesound.org/', 'https://www.instagram.com/doodspls/']",64.304129704448,11,12.25,35,4.348,19,4.258,23,4.136,73,4.258,107,4.682,21,,,4.288,34,4.288,62,-34.990843135828
220924,Hell Glider,"[131119, 202772]",2,hell-glider,2020-10-05T22:57:20Z,2020-10-02T18:13:57Z,2024-04-16T02:37:33Z,44,20,47,https://api.ldjam.com/vx/node2/get/131119+202772,/events/ludum-dare/47/hell-glider,[],100.43891944654,59,43,43.625,4.345,20,4.36,11,3.779,310,2.845,1430,4.284,171,3.25,719,2.368,1021,3.744,421,-8.0431785720826
221754,Johnny Lootem's Going Loopy!,"[1607, 6308]",2,johnny-lootems-going-loopy,2020-10-05T21:33:40Z,2020-10-02T21:25:31Z,2024-04-16T02:37:33Z,25,21,47,https://api.ldjam.com/vx/node2/get/1607+6308,/events/ludum-dare/47/johnny-lootems-going-loopy,[],97.777500277106,7,21.75,23.75,4.341,21,4.318,15,3.227,930,3.432,997,4.341,141,4.409,30,3,558,3.909,263,-16.838182737104
227294,Roundabout Rowdy,"[78121, 128428, 78120]",3,roundabout-rowdy,2020-10-05T21:44:39Z,2020-10-05T20:55:39Z,2024-04-16T02:37:33Z,30,22,47,https://api.ldjam.com/vx/node2/get/78121+128428+78120,/events/ludum-dare/47/roundabout-rowdy,"['https://blog.marsnev.com/2017/03/font-lemonmilk.html', 'https://www.dafont.com/comic-kings.font']",112.58590180072,41,47.375,38.375,4.338,22,4.459,4,3.797,288,4.378,47,4.486,73,4.129,89,4.139,66,3.943,233,-4.4393763235733
213325,Ebontale,"[122244, 164547]",2,ebontale,2020-10-05T21:58:06Z,2020-09-20T01:09:43Z,2024-04-16T02:37:33Z,56,23,47,https://api.ldjam.com/vx/node2/get/122244+164547,/events/ludum-dare/47/ebontale,"['https://twitter.com/home', 'https://soundcloud.com/clockmaker1/', 'https://soundcloud.com/clockmaker1/grassy-grass', 'https://justcamh.itch.io/']",126.27946015728,129,96.875,61.75,4.333,23,4.059,103,4.508,5,4.459,27,4.156,274,4.161,71,3.992,106,4.308,56,-3.4650508066089
216249,Limbo Library,"[3997, 9897]",2,limbo-library,2020-10-05T21:56:48Z,2020-09-28T19:52:55Z,2024-04-16T02:37:33Z,23,24,47,https://api.ldjam.com/vx/node2/get/3997+9897,/events/ludum-dare/47/limbo-library,['https://freesound.org](https://freesound.org'],62.998980907081,27,12.75,33.125,4.328,24,4.234,25,3.594,515,4.016,338,4.469,87,4.15,76,3.694,214,3.696,465,-12.929755732379
223062,TALLY MARKS,"[54318, 223841]",2,tally-marks,2020-10-05T21:58:34Z,2020-10-03T06:23:44Z,2024-04-16T02:37:33Z,58,25,47,https://api.ldjam.com/vx/node2/get/54318+223841,/events/ludum-dare/47/tally-marks,"['https://twitter.com/skarik_ehs', 'https://twitter.com/NoHumanzA', 'https://github.com/skarik/kiwilooper', 'https://aka.ms/vs/16/release/vc_redist.x86.exe']",91.728386643937,53,47.75,57.75,4.322,25,3.888,222,3.782,306,4.143,206,4.683,19,4.236,54,2.935,621,4.456,15,-19.631200277274
214926,Loopy Orbits,[56866],1,loopy-orbits,2020-10-05T22:11:29Z,2020-09-25T20:09:06Z,2024-04-16T02:37:33Z,40,26,47,https://api.ldjam.com/vx/node2/get/56866,/events/ludum-dare/47/loopy-orbits,['https://soundcloud.com/sebassduck'],40.14192829926,2,8.5,61.428571428571,4.317,26,4.175,48,4.333,24,4.4,40,4.258,195,4.026,129,,,4.319,49,-60.833364008945
225179,Temporal Loop,[225176],1,temporal-loop,2020-10-05T14:31:45Z,2020-10-04T17:26:50Z,2024-04-16T02:37:33Z,26,27,47,https://api.ldjam.com/vx/node2/get/225176,/events/ludum-dare/47/temporal-loop,[],89.352509577191,28,24.75,36.571428571429,4.314,27,4.386,8,4.543,4,4.357,60,3.857,538,3.485,524,,,4.044,151,-13.84720855659
223038,Looper,[219916],1,looper-5,2020-10-05T17:38:39Z,2020-10-03T05:59:41Z,2024-04-16T02:37:33Z,117,28,47,https://api.ldjam.com/vx/node2/get/219916,/events/ludum-dare/47/looper-5,[],100,88,106.375,165.6,4.307,28,4.082,88,4.211,51,4.494,18,4.394,109,,,2.3,,3.917,,-40.844215158703
214337,Fear Of Gears,"[198146, 172979, 182228]",3,fear-of-gears,2020-10-05T21:44:10Z,2020-09-23T22:02:13Z,2024-04-16T02:37:33Z,37,29,47,https://api.ldjam.com/vx/node2/get/198146+172979+182228,/events/ludum-dare/47/fear-of-gears,"['https://twitter.com/nolnad', 'https://twitter.com/Lewmothmusic', 'https://twitter.com/blabberf', 'https://twitter.com/dev_dwarf']",105.95882562237,19,30.875,32.571428571429,4.306,29,4.306,17,3.839,264,3.903,474,4.683,19,4.583,9,,,4.534,12,-22.290718737295
213961,Blank Tape,"[9584, 13543, 39610]",3,blank-tape,2020-10-05T20:31:54Z,2020-09-22T16:38:02Z,2024-04-16T02:37:33Z,23,30,47,https://api.ldjam.com/vx/node2/get/9584+13543+39610,/events/ludum-dare/47/blank-tape,[],119.49676138931,26,40.875,29.625,4.304,30,4.375,10,4.232,46,4.196,155,3.946,445,4,142,2.88,652,3.911,260,-3.591464023518
218286,The Dusty Work,"[39125, 7106, 204493, 21317]",4,the-dusty-work,2020-10-05T21:56:23Z,2020-10-01T08:01:00Z,2024-04-16T02:37:33Z,19,31,47,https://api.ldjam.com/vx/node2/get/39125+7106+204493+21317,/events/ludum-dare/47/the-dusty-work,[],177.95130420052,7,61.75,27.333333333333,4.3,31,3.9,208,4.14,72,4.16,193,4.52,57,3,,,,4.042,152,-19.898907803337
221358,Rad Boar Rewind,"[2836, 4925, 33067]",3,rad-boar-rewind,2020-10-05T22:24:04Z,2020-10-02T20:08:53Z,2024-04-16T02:37:33Z,27,32,47,https://api.ldjam.com/vx/node2/get/2836+4925+33067,/events/ludum-dare/47/rad-boar-rewind,"['https://www.youtube.com/watch?v=qJSug4iChtw', 'http://store.steampowered.com/app/384250']",152.33550758188,19,76,33.75,4.297,32,4,132,4,123,4.516,12,4.188,245,4.203,64,3.984,108,3.871,300,-15.422906933775
220871,MonkeyVM,"[80586, 133820, 102144, 114083]",4,monkeyvm,2020-10-05T21:29:01Z,2020-10-02T17:57:13Z,2024-04-16T02:37:33Z,65,33,47,https://api.ldjam.com/vx/node2/get/80586+133820+102144+114083,/events/ludum-dare/47/monkeyvm,['https://abvadabra.itch.io/monkeyvm'],76.376261582597,30,32.375,75.333333333333,4.289,33,4.164,52,3.972,154,4.472,25,4.324,149,,,2.75,763,3.86,313,-38.114725224472
226975,Luminous Edge,[155],1,luminous-edge,2020-10-05T20:39:31Z,2020-10-05T19:25:33Z,2024-04-16T02:37:33Z,40,34,47,https://api.ldjam.com/vx/node2/get/155,/events/ludum-dare/47/luminous-edge,"['https://www.newgrounds.com/audio/listen/291042', 'https://www.newgrounds.com/audio/listen/496854']",144.84609817618,98,93.625,60.833333333333,4.28,34,4.22,30,3.907,206,3.517,923,4.61,36,,,,,4.198,89,2.5697223609652
218699,Astro Juice - (DING ESPM-RJ),"[218697, 218698, 220349, 220327, 221629, 219110]",6,astro-juice-ding-espm-rj,2020-10-05T22:01:22Z,2020-10-01T15:53:22Z,2024-04-16T02:37:33Z,14,35,47,https://api.ldjam.com/vx/node2/get/218697+218698+220349+220327+221629+219110,/events/ludum-dare/47/astro-juice-ding-espm-rj,[],175.30461293723,3,63,21.5,4.275,35,4.275,20,4.05,110,4.075,272,4.625,32,4.316,40,3.75,184,4.316,50,-21.826404002943
220556,DooooG,"[166892, 166888, 184226, 215787]",4,doooog,2020-10-05T22:01:46Z,2020-10-02T16:24:19Z,2024-04-16T02:37:33Z,43,36,47,https://api.ldjam.com/vx/node2/get/166892+166888+184226+215787,/events/ludum-dare/47/doooog,['https://andrea-teruzzi.itch.io/doog'],159.38098647761,18,55.25,26,4.271,36,4.188,41,4.208,53,4.438,31,4.792,7,,,4.333,24,4.354,40,-9.8024766396605
217358,Tempus Locus,[2978],1,tempus-locus,2020-10-05T01:34:18Z,2020-09-30T08:25:58Z,2024-04-16T02:37:33Z,82,37,47,https://api.ldjam.com/vx/node2/get/2978,/events/ludum-dare/47/tempus-locus,['https://msiddeek.itch.io/tempus-locus'],64.210876409022,64,39.375,110.28571428571,4.268,37,4.127,71,4.259,35,4.362,56,4.277,179,3.87,219,,,4.219,80,-43.12289637806
214107,DISTORT,[121516],1,distort,2020-10-05T17:43:29Z,2020-09-23T03:24:44Z,2024-04-16T02:37:33Z,34,38,47,https://api.ldjam.com/vx/node2/get/121516,/events/ludum-dare/47/distort,[],62.225004777117,35,15.875,42,4.263,38,4.214,34,3.667,434,4.286,93,4.476,79,3.829,260,3.016,556,3.888,288,-12.033556181375
224012,Loop Factory,[32878],1,loopfactory,2020-10-05T21:57:52Z,2020-10-03T18:25:57Z,2024-04-16T02:37:33Z,33,38,47,https://api.ldjam.com/vx/node2/get/32878,/events/ludum-dare/47/loopfactory,[],93.017062483415,15,24.875,39.666666666667,4.263,38,4.145,59,4.013,121,4.342,62,4.197,240,,,,,3.819,351,-25.61729444793
219487,Sir Fishbottom and Also Head's TIME MOB,"[13174, 10399, 228219]",3,sir-fishbottom-and-also-heads-time-mob,2020-10-05T22:57:23Z,2020-10-02T04:12:08Z,2024-04-16T02:37:33Z,21,40,47,https://api.ldjam.com/vx/node2/get/13174+10399+228219,/events/ludum-dare/47/sir-fishbottom-and-also-heads-time-mob,['http://creativecommons.org/licenses/by/4.0/'],126.95834376925,18,30.625,22.857142857143,4.262,40,4.357,12,3.929,190,4.333,68,4.048,354,,,4.524,10,4.025,168,-1.7392631118965
212741,Memory Lane,[196],1,memory-lane,2020-10-05T22:58:11Z,2020-09-17T07:52:46Z,2024-04-16T02:37:33Z,28,41,47,https://api.ldjam.com/vx/node2/get/196,/events/ludum-dare/47/memory-lane,"['https://prinsessa.itch.io/', 'https://www.dafont.com/wicked-grit.font', 'https://www.dafont.com/polis.font', 'https://www.zapsplat.com/']",101.35446350668,36,28.25,28.5,4.259,41,3.759,326,4.444,9,4.333,68,4.352,132,4.04,124,2.94,617,4.426,22,6.6738503328139
213791,Hide and Seek,"[1883, 10169]",2,hide-and-seek,2020-10-05T20:51:43Z,2020-09-22T00:29:39Z,2024-04-16T02:37:33Z,60,42,47,https://api.ldjam.com/vx/node2/get/1883+10169,/events/ludum-dare/47/hide-and-seek,"['https://cocoamoss.com/hide-and-seek/hide-and-seek.html**', 'https://creativecommons.org/share-your-work/public-domain/cc0/', 'https://rot13.com/', 'https://ddrkirby.com/games/hide-and-seek/compo-version/hide-and-seek-compo.html**']",113.42338764499,55,59.5,54,4.25,42,3.567,539,3.731,357,4.078,269,4.509,60,4.66,5,,,4.764,1,-14.398678708232
213858,Loopita's Dream,"[159944, 82885, 195957, 202978, 192062, 205113]",6,loopitas-dream,2020-10-05T20:58:33Z,2020-09-22T08:47:26Z,2024-04-16T02:37:33Z,59,42,47,https://api.ldjam.com/vx/node2/get/159944+82885+195957+202978+192062+205113,/events/ludum-dare/47/loopitas-dream,[],84.276173965322,36,50.25,82,4.25,42,3.413,710,4.075,97,4.513,14,4.775,8,4.644,7,,,4.638,6,-37.691469755928
218052,LoopOS,"[189988, 200898]",2,loopos,2020-10-05T14:30:36Z,2020-10-01T00:30:09Z,2024-04-16T02:37:33Z,30,42,47,https://api.ldjam.com/vx/node2/get/189988+200898,/events/ludum-dare/47/loopos,[],109.38609563868,23,25.875,25.857142857143,4.25,42,4.083,87,4.188,58,4.25,109,3.188,1133,,,3.348,378,3.938,236,0.27063648947991
222715,Divine Drifter,"[164839, 11789, 189393, 78957, 76640, 134754, 46621, 105750, 199425, 105738, 183334]",11,divine-drifter,2020-10-05T22:59:12Z,2020-10-03T00:56:55Z,2024-04-16T02:37:33Z,52,45,47,https://api.ldjam.com/vx/node2/get/164839+11789+189393+78957+76640+134754+46621+105750+199425+105738+183334,/events/ludum-dare/47/divine-drifter,['https://broodmachina.bandcamp.com/'],132.16372009102,71,111.875,58.25,4.246,45,4.289,19,3.94,178,4.379,45,4.509,60,4.543,10,3.94,123,4.315,51,-14.29437273169
218151,Grave Juice,"[79632, 188442]",2,grave-juice,2020-10-05T14:11:31Z,2020-10-01T03:09:52Z,2024-04-16T02:37:33Z,38,46,47,https://api.ldjam.com/vx/node2/get/79632+188442,/events/ludum-dare/47/grave-juice,"['https://godotengine.org', 'https://twitter.com/alexkarger1', 'https://twitter.com/firebelley', 'https://firebelley.itch.io/grave-juice](https://firebelley.itch.io/grave-juice']",90.273217131901,49,34.125,49,4.24,46,4.26,22,3.99,138,2.924,1381,4.458,88,,,3.767,173,3.946,228,-10.215677928739
224759,oddpum,[1789],1,oddpum,2020-10-05T20:34:04Z,2020-10-04T10:52:54Z,2024-04-16T02:37:33Z,27,47,47,https://api.ldjam.com/vx/node2/get/1789,/events/ludum-dare/47/oddpum,[],32.335373934852,2,4.875,47.625,4.239,47,4.076,91,3.891,215,4.304,82,4.033,361,3.859,234,3.533,291,3.705,454,-65.59245586795
221123,Space Drummer,"[218582, 221105, 213241, 221097, 212509, 221142]",6,space-drummer,2020-10-05T22:13:29Z,2020-10-02T19:04:50Z,2024-04-16T02:37:33Z,90,48,47,https://api.ldjam.com/vx/node2/get/218582+221105+213241+221097+212509+221142,/events/ludum-dare/47/space-drummer,[],100.12523486435,112,162.625,100.75,4.238,48,4.124,75,4.275,30,4.188,165,4.314,153,4.525,13,3.725,200,4.047,149,-20.656446287436
227329,12-to-6 Shift,"[227328, 213490, 228177]",3,12-to-6-shift,2020-10-05T21:11:27Z,2020-10-05T21:06:52Z,2024-04-16T02:37:33Z,15,48,47,https://api.ldjam.com/vx/node2/get/227328+213490+228177,/events/ludum-dare/47/12-to-6-shift,[],99.13418283769,25,21.375,22.75,4.238,48,3.833,255,3.881,225,3.833,555,4.476,79,4.19,66,3.425,343,3.75,413,-0.45146957433319
221233,"The Good, The Bad and The Fluffy","[4220, 28516, 114684, 7879, 174560]",5,the-good-the-bad-and-the-fluffy,2020-10-05T23:04:06Z,2020-10-02T19:29:00Z,2024-04-16T02:37:33Z,40,50,47,https://api.ldjam.com/vx/node2/get/4220+28516+114684+7879+174560,/events/ludum-dare/47/the-good-the-bad-and-the-fluffy,[],155.23010514127,70,106.375,48.571428571429,4.234,50,4.181,45,3.75,334,3.383,1031,4.398,105,,,3.716,203,3.935,239,-0.071352131810471
226265,Jazz It Up,"[79179, 226709]",2,jazz-it-up,2020-10-05T21:22:38Z,2020-10-05T11:12:23Z,2024-04-16T02:37:33Z,26,50,47,https://api.ldjam.com/vx/node2/get/79179+226709,/events/ludum-dare/47/jazz-it-up,[],91.777322488058,41,27.375,33.5,4.234,50,3.969,165,4.141,71,3.677,738,4.422,98,4.672,4,3.793,164,4.547,9,2.9418035851963
218813,INSIDE THE LOOP,"[218810, 219848]",2,inside-the-loop,2020-10-05T22:02:27Z,2020-10-01T17:11:31Z,2024-04-16T02:37:33Z,47,52,47,https://api.ldjam.com/vx/node2/get/218810+219848,/events/ludum-dare/47/inside-the-loop,"['https://labs.xaoscollective.com/ld47/LD47_INSIDE_THE_LOOP_MAC.zip', 'https://twitter.com/aerloth', 'https://soundcloud.com/sato', 'https://labs.xaoscollective.com/ld47/', 'https://twitter.com/SatolasGames', 'https://labs.xaoscollective.com/ld47/LD47_INSIDE_THE_LOOP_WIN.zip', 'https://satolas.itch.io/inside-the-loop']",104.07497697142,81,65.125,69.857142857143,4.228,52,3.794,292,4.368,18,4.353,61,4.331,145,4.037,126,,,4.351,41,-12.115655252543
215359,GUNWYRM,"[181480, 181495, 181481, 181994, 181995, 181990, 215347, 217019, 217018]",9,gunwyrm,2020-10-05T21:39:39Z,2020-09-27T04:04:25Z,2024-04-16T02:37:33Z,24,53,47,https://api.ldjam.com/vx/node2/get/181480+181495+181481+181994+181995+181990+215347+217019+217018,/events/ludum-dare/47/gunwyrm,"['https://twitter.com/plutobirdo', 'https://budjmt.itch.io/', 'https://twitter.com/shrombus', 'https://twitter.com/JDubbsishere', 'https://twitter.com/orisghost', 'https://twitter.com/JonTheRealJon', 'https://twitter.com/Bubonto', 'https://twitter.com/oroshibu', 'https://twitter.com/thxsprites', 'https://twitter.com/block_snake']",58.948311891889,1,11.25,38.142857142857,4.222,53,3.944,184,3.708,382,3.139,1240,4.597,41,4.181,68,,,3.972,205,-44.497528482334
216730,Record Runner,"[122306, 122279, 122513, 122691, 122528]",5,record-runner,2020-10-05T21:42:30Z,2020-09-29T11:38:52Z,2024-04-16T02:37:33Z,13,53,47,https://api.ldjam.com/vx/node2/get/122306+122279+122513+122691+122528,/events/ludum-dare/47/record-runner,"['https://twitter.com/James9270Dev', 'https://youtu.be/i4Gu5uQCn6k', 'https://laulaulau.bandcamp.com/', 'https://twitter.com/Noogai223', 'https://unplug.red', 'https://twitter.com/Rjwest071']",124.86835172756,2,29.625,20,4.222,53,4.167,51,3.944,175,4.361,57,4.056,344,4.528,12,3.861,148,4.083,131,-14.719713457756
222263,Skycrawler,[211993],1,skycrawler,2020-10-05T17:24:11Z,2020-10-02T22:06:10Z,2024-04-16T02:37:33Z,85,53,47,https://api.ldjam.com/vx/node2/get/211993,/events/ludum-dare/47/skycrawler,"['https://ldjam.com/events/ludum-dare/47/skycrawler/a-technical-rundown-of-gravity-in-skycrawler', 'https://ldjam.com/events/ludum-dare/47/skycrawler/a-technical-rundown-of-how-level-transitions-work-in-skycrawler', 'https://ldjam.com/events/ludum-dare/47/skycrawler/a-technical-rundown-of-level-transitions-in-skycrawler-part-2', 'https://ldjam.com/events/ludum-dare/47/skycrawler/the-inspiration-behind-skycrawlers-core-mechanics', 'https://ldjam.com/events/ludum-dare/47/skycrawler/some-thoughts-on-a-game-design']",81.24038404636,37,66,113.25,4.222,53,4.228,29,4.143,69,3.616,810,3.859,535,3.714,343,2.701,801,3.833,336,-46.886417635609
227907,two tapes,"[817, 23390]",2,two-tapes,2020-10-05T22:28:53Z,2020-10-05T22:28:04Z,2024-04-16T02:37:33Z,34,56,47,https://api.ldjam.com/vx/node2/get/817+23390,/events/ludum-dare/47/two-tapes,"['https://ludum.thenet.sk/akj10/', 'https://ludum.thenet.sk/ld47/walkthrough.html', 'https://ludum.thenet.sk/ld37/', 'https://www.youtube.com/watch?v=Q9sM117gDhc']",80.641598971391,1,26.5,41.75,4.22,56,3.6,496,4.375,16,4.15,202,4.402,103,4.35,37,3.403,354,4.325,47,-39.069097739329
227430,Skicret Agent,"[195646, 203876, 114725]",3,skicret-agent,2020-10-05T22:06:58Z,2020-10-05T21:23:49Z,2024-04-16T02:37:33Z,33,57,47,https://api.ldjam.com/vx/node2/get/195646+203876+114725,/events/ludum-dare/47/skicret-agent,[],135.24764495487,59,73.625,41.25,4.213,57,4.125,72,4.388,15,4.438,31,4.275,180,4.171,69,3.458,321,4.038,159,0.85350054127309
