id,name,author,team_size,slug,published,created,modified,comments,game_position,ludum_dare_version,data_authors,game_link,links_body,cool,feedback,given,grade,grade-01-average,grade-01-result,grade-02-average,grade-02-result,grade-03-average,grade-03-result,grade-04-average,grade-04-result,grade-05-average,grade-05-result,grade-06-average,grade-06-result,grade-07-average,grade-07-result,grade-08-average,grade-08-result,smart
380416,Stretchmancer,"[279507, 290153, 289021]",3,stretchmancer,2023-10-02T22:00:37Z,2023-10-02T21:59:23Z,2024-10-10T23:49:53Z,69,1,54,https://api.ldjam.com/vx/node2/get/279507+290153+289021,/events/ludum-dare/54/stretchmancer,['https://ahchoo.itch.io/stretchmancer'],72.139320988301,43,44.625,86.75,4.706,1,4.75,1,4.913,1,4.57,26,4.116,265,4.417,9,4.476,15,4.39,24,-41.110837230553
379083,windowkill,[1561],1,windowkill,2023-10-01T22:59:46Z,2023-10-01T22:57:42Z,2024-10-10T23:49:53Z,85,2,54,https://api.ldjam.com/vx/node2/get/1561,/events/ludum-dare/54/windowkill,[],23.979157616564,6,5.75,126,4.586,2,4.57,3,4.71,3,4.779,2,3.903,392,3.568,343,3.064,483,3.754,376,-76.392271588221
373407,The King is Watching,"[217526, 12957, 376408]",3,the-king-is-watching,2023-10-02T22:44:02Z,2023-09-26T14:37:19Z,2024-10-10T23:49:53Z,189,3,54,https://api.ldjam.com/vx/node2/get/217526+12957+376408,/events/ludum-dare/54/the-king-is-watching,"['https://twitter.com/HypnoheadStudio', 'https://store.steampowered.com/app/2753900/The_King_is_Watching/', 'https://discord.gg/KDMuWVyH49']",80.622577482985,19,65,283,4.537,3,4.425,5,4.269,53,4.455,52,4.627,22,3.977,118,3.141,452,4.21,70,-72.875550959775
380102,Fit In Bed,"[299852, 83511, 371993]",3,fit-in-bed,2023-10-02T21:57:14Z,2023-10-02T20:43:27Z,2024-10-10T23:49:53Z,38,3,54,https://api.ldjam.com/vx/node2/get/299852+83511+371993,/events/ludum-dare/54/fit-in-bed,"['https://twitter.com/sunfishhhhhh', 'https://twitter.com/llikdowk', 'https://twitter.com/derekdoesmusic', 'https://shovi-medo.itch.io/']",96.113499978144,19,37.875,42,4.537,3,4.366,11,4.646,6,4.622,16,4.655,16,4.413,10,4.817,1,4.476,17,-24.952122561354
379995,Cyberframe EDEN,"[17469, 25]",2,cyberframe-eden,2023-10-02T22:10:38Z,2023-10-02T20:03:49Z,2024-10-10T23:49:53Z,46,5,54,https://api.ldjam.com/vx/node2/get/17469+25,/events/ludum-dare/54/cyberframe-eden,['https://www.zirconmusic.com/'],67.776393943406,25,16.25,48.5,4.522,5,4.337,15,4.054,101,3.891,390,4.885,1,,,,,4.479,16,-28.965701526424
372095,Under the Spot,"[372092, 72523, 281106, 372645]",4,under-the-spot,2023-10-02T20:17:28Z,2023-09-21T19:10:29Z,2024-10-10T23:49:53Z,22,6,54,https://api.ldjam.com/vx/node2/get/372092+72523+281106+372645,/events/ludum-dare/54/under-the-spot,[],72.531852073537,24,15.125,29.75,4.464,6,4.214,42,4.482,15,4.411,69,4.607,28,4.107,73,3.679,201,4.385,25,-5.524501405334
373286,DE-LIMITED,"[109702, 144107, 299939, 122839]",4,de-limited,2023-10-02T18:37:25Z,2023-09-26T08:34:31Z,2024-10-10T23:49:53Z,19,7,54,https://api.ldjam.com/vx/node2/get/109702+144107+299939+122839,/events/ludum-dare/54/de-limited,['https://teagher.studio'],98.198050606197,6,23.625,25.5,4.458,7,4.417,6,3.375,554,4.417,64,4.625,23,4.438,6,3,510,3.896,251,-22.540333075852
371829,Introvertigo,"[81421, 224670, 290461, 290764]",4,introvertigo,2023-10-02T17:15:12Z,2023-09-20T05:53:32Z,2024-10-10T23:49:53Z,73,8,54,https://api.ldjam.com/vx/node2/get/81421+224670+290461+290764,/events/ludum-dare/54/introvertigo,['https://swsteffes.itch.io/introvertigo'],78.740078740118,105,62,113,4.455,8,4.221,40,4.563,10,4.243,162,4.558,40,4.185,47,4.486,12,4.482,15,-33.046593658801
379483,First Home,[7972],1,first-home,2023-10-02T16:06:43Z,2023-10-02T13:17:08Z,2024-10-10T23:49:53Z,26,9,54,https://api.ldjam.com/vx/node2/get/7972,/events/ludum-dare/54/first-home,[],88.33283977638,34,21.75,28.875,4.444,9,4.185,47,3.852,197,4.5,40,4.446,85,4.115,68,3.635,225,4.315,37,2.6400478559335
379832,Everything Must Go,"[10786, 379851, 320773, 45810]",4,everything-must-go,2023-10-02T18:40:32Z,2023-10-02T18:37:54Z,2024-10-10T23:49:53Z,20,10,54,https://api.ldjam.com/vx/node2/get/10786+379851+320773+45810,/events/ludum-dare/54/everything-must-go,[],105.62092072346,26,27.75,25.875,4.438,10,4.646,2,4.271,52,3.771,470,4.396,99,4.413,10,4.5,9,4.271,46,4.0252663473992
