id,name,author,team_size,slug,published,created,modified,comments,game_position,ludum_dare_version,data_authors,game_link,links_body,cool,feedback,given,grade,grade-01-average,grade-01-result,grade-02-average,grade-02-result,grade-03-average,grade-03-result,grade-04-average,grade-04-result,grade-05-average,grade-05-result,grade-06-average,grade-06-result,grade-07-average,grade-07-result,grade-08-average,grade-08-result,smart
404049,Bento Bugs,"[4177, 280384, 47484, 289610]",4,bento-bugs,2024-10-07T22:48:25Z,2024-10-07T20:16:05Z,2025-03-02T22:29:02Z,27,1,56,https://api.ldjam.com/vx/node2/get/4177+280384+47484+289610,/events/ludum-dare/56/bento-bugs,[],71.728150235677,21,17.75,35.5,4.574,1,4.632,1,3.632,264,4.485,19,4.662,28,4.397,12,3.641,213,4.172,91,-21.136116028172
396076,ABDUCKTOR,"[109702, 392421, 144107, 299939]",4,abducktor,2024-10-07T20:49:51Z,2024-09-16T10:46:03Z,2025-03-02T22:29:02Z,13,2,56,https://api.ldjam.com/vx/node2/get/109702+392421+144107+299939,/events/ludum-dare/56/abducktor,"['https://ambientcg.com', 'https://plaggy.net', 'https://www.cgtrader.com']",85.280286542244,21,18,25.75,4.5,2,4.125,46,3.729,206,4.396,37,4.957,1,4.587,2,4.292,23,4.375,25,-3.2642870231598
397858,Grubbo,"[280565, 280611]",2,grubbo,2024-10-07T22:35:20Z,2024-09-30T13:19:54Z,2025-03-02T22:29:02Z,29,3,56,https://api.ldjam.com/vx/node2/get/280565+280611,/events/ludum-dare/56/grubbo,[],60.499014198202,16,14,39.25,4.473,3,4.303,18,3.632,264,3.5,681,4.803,6,4.162,51,3.086,521,4.068,135,-26.523656826602
403098,Mini Beaker,"[375281, 13710, 248799, 397927, 234741, 7435, 248745]",7,mini-beaker,2024-10-07T22:18:50Z,2024-10-06T20:12:33Z,2025-03-02T22:29:02Z,43,4,56,https://api.ldjam.com/vx/node2/get/375281+13710+248799+397927+234741+7435+248745,/events/ludum-dare/56/mini-beaker,[],109.52332915306,98,64.625,54.875,4.472,4,4.264,21,4.17,32,4.632,3,4.689,23,4.415,9,4.566,3,4.385,24,1.7026761861965
404233,Sky Rats,"[37551, 387709, 320881, 227352]",4,sky-rats,2024-10-07T21:57:51Z,2024-10-07T21:25:04Z,2025-03-02T22:29:02Z,28,5,56,https://api.ldjam.com/vx/node2/get/37551+387709+320881+227352,/events/ludum-dare/56/sky-rats,[],143.67998953904,28,68.125,34,4.469,5,4.563,2,3.875,128,3.797,448,4.531,53,4.078,70,4.484,7,4.219,68,-8.97410101672
396348,Sammich,"[13882, 126652, 126651, 55462]",4,sammich,2024-10-07T22:05:38Z,2024-09-20T00:23:04Z,2025-03-02T22:29:02Z,83,6,56,https://api.ldjam.com/vx/node2/get/13882+126652+126651+55462,/events/ludum-dare/56/sammich,"['https://ldjam.com/users/ruddgasm/', 'https://ldjam.com/users/coleslaughter', 'https://ldjam.com/users/brainoid/', 'https://ldjam.com/users/ruddiculous']",85.440037453175,94,73,117.5,4.44,6,4.306,17,4.435,10,4.539,13,4.565,43,4.384,13,4.453,11,4.174,89,-32.971993740016
398248,Spider That Is Stuck In My Pc When I Launch GMOD with 1000 mods,"[304226, 387596, 386542, 388314, 338108]",5,spider-that-is-stuck-in-my-pc-when-i-launch-gmod-with-1000-mods,2024-10-07T21:42:39Z,2024-10-01T14:07:55Z,2025-03-02T22:29:02Z,41,7,56,https://api.ldjam.com/vx/node2/get/304226+387596+386542+388314+338108,/events/ludum-dare/56/spider-that-is-stuck-in-my-pc-when-i-launch-gmod-with-1000-mods,[],99.848828333824,58,41.25,42.375,4.427,7,4.402,6,3.634,263,4.122,182,4.341,142,4.138,57,3.816,142,4.25,54,1.8993661705445
397865,Duck Walk,[10626],1,duck-walk,2024-10-07T19:35:39Z,2024-09-30T13:32:12Z,2025-03-02T22:29:02Z,19,8,56,https://api.ldjam.com/vx/node2/get/10626,/events/ludum-dare/56/duck-walk,[],65.393545472575,16,8.125,22.857142857143,4.425,8,4.4,7,3.9,116,4.375,43,4.4,105,4.4,,4.026,62,4.225,66,-17.786971616853
400147,Beetle Tower,"[183602, 400158, 282572, 6824]",4,beetle-tower,2024-10-07T21:58:34Z,2024-10-04T13:56:07Z,2025-03-02T22:29:02Z,42,9,56,https://api.ldjam.com/vx/node2/get/183602+400158+282572+6824,/events/ludum-dare/56/beetle-tower,[],82.297167504072,39,39.875,59.875,4.371,9,4.224,29,4,75,4.543,11,4.712,16,4.298,21,4.114,44,4.328,38,-25.025462570756
404336,Jelly Gang,[253],1,jelly-gang,2024-10-07T22:01:17Z,2024-10-07T21:51:43Z,2025-03-02T22:29:02Z,38,10,56,https://api.ldjam.com/vx/node2/get/253,/events/ludum-dare/56/jelly-gang,[],48.47398040141,12,10.75,46.75,4.37,10,4.359,11,4.359,13,4.457,22,4.293,167,3.733,227,3.369,362,3.965,192,-47.705699377934
