id,name,author,team_size,slug,published,created,modified,comments,game_position,ludum_dare_version,data_authors,game_link,links_body,cool,feedback,given,grade,grade-01-average,grade-01-result,grade-02-average,grade-02-result,grade-03-average,grade-03-result,grade-04-average,grade-04-result,grade-05-average,grade-05-result,grade-06-average,grade-06-result,grade-07-average,grade-07-result,grade-08-average,grade-08-result,smart
186696,Bogged Out,"[178617, 189650, 182094, 184576, 195429, 195364, 196422, 185496]",8,bogged-out,2020-04-20T23:06:20Z,2020-04-15T13:28:42Z,2024-10-08T18:23:15Z,27,11,46,https://api.ldjam.com/vx/node2/get/178617+189650+182094+184576+195429+195364+196422+185496,/events/ludum-dare/46/bogged-out,['https://www.youtube.com/watch?v=jaMG4u80vRs'],121.86666955536,47,56.25,38.875,4.419,11,4.014,137,3.892,214,4.216,165,4.808,4,4.054,151,2.926,1127,4.243,91,-1.1173535053912
193748,Fleur Defense,"[84699, 85204, 91710, 80570]",4,fleur-defense,2020-04-21T00:46:09Z,2020-04-18T00:05:34Z,2024-10-08T18:23:15Z,86,11,46,https://api.ldjam.com/vx/node2/get/84699+85204+91710+80570,/events/ludum-dare/46/fleur-defense,"['https://juniperparadise.bandcamp.com/album/fleur-defense-original-soundtrack', 'https://www.youtube.com/watch?v=vSYEcNDU4Z4', 'https://youtu.be/G-XFSX7Gehs']",91.471325381255,107,62.125,75.25,4.419,11,4.127,75,3.793,319,4.293,88,4.62,53,4.373,23,3.492,521,3.993,256,-14.660014264906
182593,MELT,"[165610, 196812]",2,melt,2020-04-20T19:35:19Z,2020-04-08T17:37:02Z,2024-10-08T18:23:15Z,42,13,46,https://api.ldjam.com/vx/node2/get/165610+196812,/events/ludum-dare/46/melt,[],35.355339059327,11,7.625,62,4.418,13,4.377,17,4.266,37,4.532,10,4.444,145,4.4,17,3.202,811,4.217,102,-55.235987736876
185483,Flippy Fish,"[183602, 202492, 204538, 204479]",4,flippy-fish,2020-04-20T22:35:46Z,2020-04-14T12:26:05Z,2024-10-08T18:23:15Z,109,14,46,https://api.ldjam.com/vx/node2/get/183602+202492+204538+204479,/events/ludum-dare/46/flippy-fish,[],100,127,106.75,133.14285714286,4.408,14,4.405,12,3.821,288,4.47,20,4.598,64,,,4.508,9,4.172,133,-32.847820119997
179928,Turtle Daddy,[164051],1,turtle-daddy,2020-04-21T00:40:32Z,2020-03-24T04:07:08Z,2024-10-08T18:23:15Z,122,15,46,https://api.ldjam.com/vx/node2/get/164051,/events/ludum-dare/46/turtle-daddy,"['https://twitter.com/dummydojo', 'https://twitter.com/itsgenuinemusic']",68.829499489681,90,47.375,178.25,4.404,15,4.351,20,3.902,204,4.328,65,4.7,25,4.196,77,4.041,127,4.193,117,-47.806350276019
199193,Delivery Hero,"[74877, 74879]",2,delivery-hero,2020-04-21T00:00:25Z,2020-04-19T20:51:13Z,2024-10-08T18:23:15Z,22,16,46,https://api.ldjam.com/vx/node2/get/74877+74879,/events/ludum-dare/46/delivery-hero,[],54.1786247803,19,7.375,29.857142857143,4.393,16,4.357,18,4,128,3.464,1636,4.625,50,,,4.196,60,4.519,17,-26.640958464937
201944,Curse of Uddh,"[2246, 3663, 38804, 37357, 2501, 125854, 185635]",7,the-fool-the-muscle-and-the-treasure,2020-04-21T00:23:06Z,2020-04-20T20:31:36Z,2024-10-08T18:23:15Z,21,17,46,https://api.ldjam.com/vx/node2/get/2246+3663+38804+37357+2501+125854+185635,/events/ludum-dare/46/the-fool-the-muscle-and-the-treasure,[],92.509425089596,33,34.125,46.714285714286,4.389,17,4.233,34,3.705,444,4.189,193,4.744,16,,,4.352,24,4.3,62,-17.883501864394
188125,PLATEAU MELODY,"[127334, 184573]",2,plateau-melody,2020-04-21T01:33:54Z,2020-04-16T12:52:40Z,2024-10-08T18:23:15Z,39,18,46,https://api.ldjam.com/vx/node2/get/127334+184573,/events/ludum-dare/46/plateau-melody,"['https://soundcloud.com/hadurant/sets/plateau-melody-ost###', 'https://hydezeke.itch.io/plateau']",88.19171036882,38,26.25,34.75,4.379,18,4.091,96,4.091,87,3.152,2081,4.333,245,4.833,1,3.774,281,4.5,21,-17.330955888728
196181,Ballad of the Bard,"[58843, 62079, 62009, 113626]",4,ballad-of-the-bard,2020-04-21T00:48:53Z,2020-04-18T12:16:41Z,2024-10-08T18:23:15Z,60,19,46,https://api.ldjam.com/vx/node2/get/58843+62079+62009+113626,/events/ludum-dare/46/ballad-of-the-bard,['https://filipbergkvist.itch.io/ballad-of-the-bard/devlog'],114.58731212853,92,78.125,69.142857142857,4.377,19,4.239,33,4.397,19,4.301,81,4.64,40,,,3.855,222,4.47,24,-6.4106076578421
185824,What the Firetruck!?,"[4910, 9521]",2,what-the-firetruck,2020-04-20T21:25:54Z,2020-04-14T17:23:29Z,2024-10-08T18:23:15Z,31,20,46,https://api.ldjam.com/vx/node2/get/4910+9521,/events/ludum-dare/46/what-the-firetruck,[],67.219926498907,18,15.25,34.75,4.348,20,4.545,2,4.106,78,4.061,390,4.5,102,4.197,76,4.125,85,4.047,216,-16.894796672267
184101,Advise the King,[32376],1,advise-the-king,2020-04-21T01:02:35Z,2020-04-12T20:18:17Z,2024-10-08T18:23:15Z,33,21,46,https://api.ldjam.com/vx/node2/get/32376,/events/ludum-dare/46/advise-the-king,"['https://lionarc.itch.io/advise-the-king/devlog/310426/version-110-out-now', 'https://ldjam.com/events/ludum-dare/46/advise-the-king/advise-the-king-update', 'https://dijastudios.itch.io/advise-the-king', 'https://ldjam.com/events/ludum-dare/46/advise-the-king/what-new-cards-would-you-add']",88.768567957604,35,27.875,36.375,4.347,21,4.194,50,4.361,21,3.729,1064,4.171,430,4.106,116,2.717,1365,3.632,785,-7.3670788228689
188122,Until it blooms,"[54701, 115303, 115645]",3,until-it-blooms,2020-04-20T17:57:31Z,2020-04-16T12:51:03Z,2024-10-08T18:23:15Z,63,22,46,https://api.ldjam.com/vx/node2/get/54701+115303+115645,/events/ludum-dare/46/until-it-blooms,[],65.818394607452,47,28.375,76,4.34,22,3.608,649,3.597,613,4.493,18,4.66,32,4.297,40,,,4.459,25,-29.744057647076
201463,"Eat preys, love","[161230, 28324]",2,eat-preys-love,2020-04-21T01:59:12Z,2020-04-20T18:07:47Z,2024-10-08T18:23:15Z,19,22,46,https://api.ldjam.com/vx/node2/get/161230+28324,/events/ludum-dare/46/eat-preys-love,['https://www.youtube.com/watch?v=OQeWK5ma2-k'],118.15684051734,30,26.875,27,4.34,22,3.86,265,3.98,148,4.1,332,4.26,329,,,,,4.2,111,-0.82305926390707
184184,Birdie Burglars,"[1883, 10169]",2,birdie-burglars,2020-04-20T23:41:00Z,2020-04-12T22:24:22Z,2024-10-08T18:23:15Z,73,24,46,https://api.ldjam.com/vx/node2/get/1883+10169,/events/ludum-dare/46/birdie-burglars,"['https://cocoamoss.com/birdie-burglars/birdie-burglars.html', 'https://apps.apple.com/us/app/birdie-burglars/id1509336732**', 'https://cocoamoss.com/birdie-burglars/birdie-burglars.html**', 'https://play.google.com/store/apps/details?id=com.cocoamoss.birdieburglars**', 'https://cocoamoss.com/', 'https://ddrkirbyisq.bandcamp.com/album/birdie-burglars-original-soundtrack**', 'https://ddrkirby.com/games/birdie-burglars/compo-version/birdie-burglars-compo.html**']",71.224197414756,50,43.5,86.75,4.335,24,4.176,52,3.6,602,3.941,626,4.629,48,4.635,3,4.274,42,4.202,110,-34.680273525782
179525,Astrodrift,"[3398, 6977, 21522]",3,astrodrift,2020-04-20T23:18:05Z,2020-03-18T12:24:02Z,2024-10-08T18:23:15Z,16,25,46,https://api.ldjam.com/vx/node2/get/3398+6977+21522,/events/ludum-dare/46/astrodrift,"['https://www.youtube.com/channel/UCn1zg3Jdr8LNnulISBtQs6w', 'https://ldjam.com/events/ludum-dare/46/$179525/remember-to-think-of-a-witty-wallpaper-post-title', 'https://www.youtube.com/watch?v=yoeRJPocob0', 'http://portfolio.flaterectomy.com', 'https://www.twitch.tv/ictooo', 'https://ldjam.com/events/ludum-dare/46/$179525/astrodrift-day-1-progress', 'https://twitter.com/flaterectomy', 'https://twitter.com/DaanRedblade', 'https://bit.ly/2S76COX', 'https://github.com/DaanVanYperen/', 'http://www.mostlyoriginal.net', 'https://ldjam.com/events/ludum-dare/46/astrodrift/astrodrift-afloat-in-spaaace', 'http://www.flaterectomy.com', 'http://bit.ly/2oeRVwq', 'https://soundcloud.com/flaterectomy']",89.69937018449,21,17.5,26,4.333,25,4.25,30,4.063,96,3.896,710,4.417,172,,,4.188,65,3.896,349,-1.9049363656154
202796,Retrobulbar,"[2903, 1210]",2,retrobulbar,2020-04-21T00:53:57Z,2020-04-20T23:33:59Z,2024-10-08T18:23:15Z,17,25,46,https://api.ldjam.com/vx/node2/get/2903+1210,/events/ludum-dare/46/retrobulbar,[],106.73215343709,36,27.625,25.25,4.333,25,4.208,43,4.438,13,2.522,2473,3.625,1232,3.304,943,2.575,1534,3.792,495,-1.1173535053912
199342,Across the Lake,"[199339, 201368, 201411, 201373]",4,across-the-lake,2020-04-20T00:58:16Z,2020-04-19T21:35:10Z,2024-10-08T18:23:15Z,42,27,46,https://api.ldjam.com/vx/node2/get/199339+201368+201411+201373,/events/ludum-dare/46/across-the-lake,"['https://twitter.com/stevelavietes\u200b', 'https://github.com/morgan3d/quadplay', 'https://twitter.com/stephan_gfx', 'https://twitter.com/casualeffects', 'https://twitter.com/forrestercole']",112.93365616674,47,59.625,54.571428571429,4.33,27,3.915,219,3.991,137,4.24,133,4.667,30,4.18,90,,,4.547,12,-16.388273059508
177267,Defendeer,"[8122, 75271, 75277]",3,ld46-defendeer,2020-04-21T01:12:12Z,2020-01-19T17:46:43Z,2024-10-08T18:23:15Z,18,28,46,https://api.ldjam.com/vx/node2/get/8122+75271+75277,/events/ludum-dare/46/ld46-defendeer,[],147.59984514123,1,45.75,22,4.325,28,4.125,76,4.125,70,4.575,5,4.525,97,4.15,100,3.525,484,4.075,194,-17.000669346742
186364,Save GANIMEDE,"[113191, 171144]",2,save-ganimede,2020-04-20T22:38:36Z,2020-04-15T05:56:20Z,2024-10-08T18:23:15Z,18,28,46,https://api.ldjam.com/vx/node2/get/113191+171144,/events/ludum-dare/46/save-ganimede,[],70.224688317678,11,9,22,4.325,28,3.925,200,3.325,1143,4.2,180,4.7,25,4.5,9,,,4.45,26,-28.037708287108
183705,Untitled Phoenix Game,"[6727, 1056, 40616]",3,untitled-phoenix-game,2020-04-21T01:56:18Z,2020-04-12T00:39:39Z,2024-10-08T18:23:15Z,39,30,46,https://api.ldjam.com/vx/node2/get/6727+1056+40616,/events/ludum-dare/46/untitled-phoenix-game,"['https://twitter.com/anders_wagner', 'https://twitter.com/_Rasmus_Clausen', 'https://twitter.com/SimonVWebs']",89.238144731924,5,38.125,48.875,4.323,30,4.149,65,3.854,254,4.135,292,4.646,35,4.383,22,2.854,1205,4.125,161,-40.765112224091
182488,A Letter To Ed,"[4890, 201018]",2,a-letter-to-ed,2020-04-20T17:39:03Z,2020-04-08T11:40:20Z,2024-10-08T18:23:15Z,29,31,46,https://api.ldjam.com/vx/node2/get/4890+201018,/events/ludum-dare/46/a-letter-to-ed,['http://www.zoglu.net/trucs/alettertoed'],118.1899809431,36,44.875,33.125,4.306,31,3.672,538,3.871,235,3.697,1147,4.5,102,4.387,20,2.74,1343,4.439,28,-0.93372726274575
203189,À la Fenêtre,[11938],1,a-la-fenetre,2020-04-21T01:00:25Z,2020-04-21T00:27:49Z,2024-10-08T18:23:15Z,66,32,46,https://api.ldjam.com/vx/node2/get/11938,/events/ludum-dare/46/a-la-fenetre,[],93.708602434802,77,65.75,75.875,4.299,32,3.318,1222,4.039,108,3.36,1820,4.539,89,4.59,5,3.375,629,4.671,2,-24.102498813159
202928,Interstellar Connection,"[5018, 7865]",2,interstellar-connection,2020-04-21T01:51:02Z,2020-04-20T23:53:44Z,2024-10-08T18:23:15Z,36,33,46,https://api.ldjam.com/vx/node2/get/5018+7865,/events/ludum-dare/46/interstellar-connection,"['https://rose11.itch.io/', 'https://celia14.itch.io/', 'https://celia14.itch.io/interstellar-connection-ldjam']",58.932621630262,21,14.5,57,4.291,33,4.045,117,4.036,109,4.227,150,4.155,456,,,,,4.546,13,-34.061952660421
196264,Cursor,"[52049, 68960]",2,cursor,2020-04-21T00:59:40Z,2020-04-18T12:52:44Z,2024-10-08T18:23:15Z,35,34,46,https://api.ldjam.com/vx/node2/get/52049+68960,/events/ludum-dare/46/cursor,[],76.114111264465,29,19.625,34.875,4.286,34,4.429,8,3.765,354,4.059,394,4.029,611,4.186,84,2.833,1220,3.569,894,-8.68065585627
190376,Biorunner,"[184413, 206973]",2,biorunner,2020-04-21T00:37:32Z,2020-04-17T13:09:58Z,2024-10-08T18:23:15Z,23,35,46,https://api.ldjam.com/vx/node2/get/184413+206973,/events/ludum-dare/46/biorunner,"['https://www.soundcloud.com/dvotr', 'https://www.twitter.com/comocosmos', 'https://www.twitter.com/purenickery']",104.72698761773,34,29.75,32.142857142857,4.283,35,4,140,3.7,450,4.283,100,4.419,169,4.05,155,,,4.1,180,-0.22246968602823
202705,Checkmate,"[52546, 121103, 52048]",3,checkmate,2020-04-21T00:22:41Z,2020-04-20T23:14:59Z,2024-10-08T18:23:15Z,37,36,46,https://api.ldjam.com/vx/node2/get/52546+121103+52048,/events/ludum-dare/46/checkmate,[],124.20872548509,21,72.125,47.75,4.281,36,4.13,74,4.149,66,4.365,49,4.34,237,3.622,564,3.427,577,3.795,490,-30.472140671895
187668,Ludum Creare,"[187667, 187752]",2,ludum-creare,2020-04-21T00:59:26Z,2020-04-16T06:13:33Z,2024-10-08T18:23:15Z,29,37,46,https://api.ldjam.com/vx/node2/get/187667+187752,/events/ludum-dare/46/ludum-creare,"['https://twitter.com/jontopielski', 'https://datzz2.itch.io/', 'https://twitter.com/mafgar_online']",85.138244696841,5,30.625,43.25,4.274,37,4.155,61,4.25,43,3.488,1586,4.167,432,4.226,61,4.321,32,4.141,152,-36.754446796632
185997,Heartful Defense,[106428],1,heartful-defense,2020-04-20T23:44:39Z,2020-04-14T20:44:18Z,2024-10-08T18:23:15Z,23,38,46,https://api.ldjam.com/vx/node2/get/106428,/events/ludum-dare/46/heartful-defense,[],143.48601079589,8,35,28.8,4.273,38,4.25,30,3.409,971,3.636,1278,4.182,417,,,3,,3.8,,-22.702892891806
203009,"Why, Jeff","[6605, 5897, 206450]",3,why-jeff,2020-04-21T01:48:58Z,2020-04-21T00:05:27Z,2024-10-08T18:23:15Z,28,39,46,https://api.ldjam.com/vx/node2/get/6605+5897+206450,/events/ludum-dare/46/why-jeff,"['http://www.jeroenwimmers.com/LDJAM/LD46/original.swf', 'https://jeroenwimmers.itch.io/why-jeff']",123.6205940855,43,37.25,29,4.271,39,4.083,102,4.583,5,4.771,1,4.417,172,4.333,31,4.45,13,4.413,29,0
177198,Vine and Void,"[122244, 164547]",2,vine-and-void,2020-04-21T01:46:21Z,2020-01-18T01:08:16Z,2024-10-08T18:23:15Z,48,40,46,https://api.ldjam.com/vx/node2/get/122244+164547,/events/ludum-dare/46/vine-and-void,"['https://soundcloud.com/clockmaker1', 'https://justcamh.itch.io/']",125.02771311419,104,88.125,57.375,4.263,40,3.973,165,4.4,18,3.688,1164,4.061,570,4.336,30,3.202,811,4.3,62,1.2739367083667
193555,Anatomic Mayhem,[85075],1,anatomic-mayhem,2020-04-21T01:51:06Z,2020-04-17T23:35:42Z,2024-10-08T18:23:15Z,37,41,46,https://api.ldjam.com/vx/node2/get/85075,/events/ludum-dare/46/anatomic-mayhem,"['https://incompetech.filmmusic.io/song/4498-the-machine-thinks', 'http://creativecommons.org/licenses/by/4.0/']",55.994570486704,24,16.5,61.285714285714,4.26,41,4,140,4.337,23,4.613,4,4.406,179,3.837,314,3.55,458,3.94,304,-34.423012443935
183393,Good Dog,[147726],1,good-dog,2020-04-21T00:58:15Z,2020-04-11T03:58:39Z,2024-10-08T18:23:15Z,22,42,46,https://api.ldjam.com/vx/node2/get/147726,/events/ludum-dare/46/good-dog,"['https://www.youtube.com/watch?v=IGE57WjmY8s', 'https://chevyray.itch.io/pixel-fonts']",129.50225223267,28,40.25,28.571428571429,4.259,42,4.426,9,4.574,6,4.5,14,4.135,477,4.185,85,,,4.269,80,-0.97089677764343
183897,Reckless Brave,"[103952, 115393, 125719, 185708]",4,reckless-brave,2020-04-20T23:49:10Z,2020-04-12T15:11:54Z,2024-10-08T18:23:15Z,48,43,46,https://api.ldjam.com/vx/node2/get/103952+115393+125719+185708,/events/ludum-dare/46/reckless-brave,[],70.043231505617,44,29.375,60.875,4.258,43,4.117,82,3.9,205,3.557,1444,4.092,533,3.733,429,3.636,380,3.798,484,-23.288254817749
188751,Pull The Levers!,"[144106, 78349]",2,pull-the-levers,2020-04-20T17:55:41Z,2020-04-16T19:01:41Z,2024-10-08T18:23:15Z,34,44,46,https://api.ldjam.com/vx/node2/get/144106+78349,/events/ludum-dare/46/pull-the-levers,['https://www.youtube.com/watch?v=E2j5bvhvsqU'],102.57552890643,42,45.375,50.428571428571,4.255,44,3.927,195,4.255,42,3.969,579,4.622,52,,,4.076,113,4.286,70,-19.4093965724
189117,The Last Cactus,[166053],1,the-last-cactus,2020-04-21T00:41:54Z,2020-04-16T22:22:33Z,2024-10-08T18:23:15Z,44,45,46,https://api.ldjam.com/vx/node2/get/166053,/events/ludum-dare/46/the-last-cactus,['https://youtu.be/Is2nBTfZeuU'],87.614155299685,59,36.75,48.875,4.25,45,4.287,26,3.468,847,4.149,266,4.63,46,4.185,85,3.75,291,3.913,328,-5.0649789179562
190614,Keeping Itt Alive,[173186],1,keeping-itt-alive,2020-04-20T16:20:50Z,2020-04-17T14:24:41Z,2024-10-08T18:23:15Z,28,45,46,https://api.ldjam.com/vx/node2/get/173186,/events/ludum-dare/46/keeping-itt-alive,[],115.65735331843,36,38.625,34.142857142857,4.25,45,4.281,27,4,128,3.797,900,4.167,432,,,4.094,103,3.891,356,-6.3698584025434
202648,Just Jammin',"[64468, 190426, 190461]",3,just-jammin,2020-04-21T00:36:07Z,2020-04-20T23:04:09Z,2024-10-08T18:23:15Z,14,47,46,https://api.ldjam.com/vx/node2/get/64468+190426+190461,/events/ludum-dare/46/just-jammin,[],96.762892292659,0,18.375,20.625,4.237,47,3.921,206,3.921,191,4.5,14,4.711,23,3.971,204,4.053,121,4.028,227,-19.461273374317
195310,DUNDER,"[2315, 1255, 113575, 7044, 7368]",5,dunder,2020-04-20T18:45:40Z,2020-04-18T05:36:11Z,2024-10-08T18:23:15Z,29,48,46,https://api.ldjam.com/vx/node2/get/2315+1255+113575+7044+7368,/events/ludum-dare/46/dunder,[],57.981232841527,10,14.75,51.285714285714,4.235,48,4.112,86,4.061,99,4.051,408,4.306,279,3.827,325,,,3.98,267,-42.282365769162
203346,Finterior Decorator,[203334],1,finterior-decorator,2020-04-21T00:59:31Z,2020-04-21T00:45:41Z,2024-10-08T18:23:15Z,54,49,46,https://api.ldjam.com/vx/node2/get/203334,/events/ludum-dare/46/finterior-decorator,[],45.60038470305,24,13.75,76.714285714286,4.233,49,3.887,240,3.493,803,3.513,1544,4.605,60,4.278,46,,,4.313,55,-45.818197220441
201858,Hive Preserver,"[11415, 11414]",2,hive-preserver,2020-04-20T23:47:17Z,2020-04-20T20:08:03Z,2024-10-08T18:23:15Z,37,50,46,https://api.ldjam.com/vx/node2/get/11415+11414,/events/ludum-dare/46/hive-preserver,"['http://creativecommons.org/licenses/by/3.0/', 'https://ldjam.com/events/ludum-dare/46/hive-preserver/hive-preserver-level-building-breakdown', 'https://youtu.be/-Aw_R7h2niw', 'https://twitter.com/HastilyAssemble', 'https://hastilyassembled.itch.io/hive-preserver', 'https://www.youtube.com/channel/UCVyVhkadOYnIvI3aERtfyZA']",79.18075824649,12,25,46.714285714286,4.228,50,4.315,23,3.652,528,3.696,1148,4.25,335,,,2.872,1189,3.989,258,-40.697838053885
202991,What the Shell,"[78121, 128428, 78120, 127294, 197322]",5,what-the-shell,2020-04-21T01:28:33Z,2020-04-21T00:03:02Z,2024-10-08T18:23:15Z,23,51,46,https://api.ldjam.com/vx/node2/get/78121+128428+78120+127294+197322,/events/ludum-dare/46/what-the-shell,[],125.58685768634,6,53.625,35,4.227,51,4.167,54,3.606,595,4.121,304,4.242,350,3.803,349,3.985,151,3.924,323,-29.775311682322
182707,Gunther's Plant 😃,"[79166, 182726]",2,gunthers-plant,2020-04-20T00:27:50Z,2020-04-09T03:22:58Z,2024-10-08T18:23:15Z,20,52,46,https://api.ldjam.com/vx/node2/get/79166+182726,/events/ludum-dare/46/gunthers-plant,[],106.62573619463,10,23.875,22,4.225,52,4.1,92,3.725,420,4.325,68,4,647,4.15,100,4.625,4,4,244,-5.7190958417937
194821,Cat Dad Redemption,"[679, 107238, 159396]",3,cat-dad-redemption,2020-04-21T00:25:24Z,2020-04-18T01:59:51Z,2024-10-08T18:23:15Z,64,52,46,https://api.ldjam.com/vx/node2/get/679+107238+159396,/events/ludum-dare/46/cat-dad-redemption,[],98.195222443513,136,77.5,81.375,4.225,52,4.381,16,4.1,81,3.431,1705,4.025,620,4.215,66,4.114,90,4.253,85,-14.957263463879
201574,Lantern Lagoon,"[59655, 71033, 71031, 1275, 203348, 70589, 203419]",7,lantern-lagoon,2020-04-21T00:49:34Z,2020-04-20T18:54:50Z,2024-10-08T18:23:15Z,25,54,46,https://api.ldjam.com/vx/node2/get/59655+71033+71031+1275+203348+70589+203419,/events/ludum-dare/46/lantern-lagoon,['https://aheadofitstime.bandcamp.com/album/lantern-lagoon-ost'],123.79044419532,34,41.375,32,4.222,54,3.926,197,4.111,75,3.667,1217,4.222,376,3.926,237,2.289,1783,4.315,53,-0.77221232863323
200377,Rhythm Rifles,[160100],1,rhythm-rifles,2020-04-20T06:32:05Z,2020-04-20T05:05:19Z,2024-10-08T18:23:15Z,32,55,46,https://api.ldjam.com/vx/node2/get/160100,/events/ludum-dare/46/rhythm-rifles,['https://www.youtube.com/watch?v=U_cec0tMNSo'],100.67797386603,34,37.25,43.142857142857,4.221,55,4.384,15,3.929,188,3.298,1902,4.131,485,,,2.917,1140,3.638,776,-14.371487074344
