id,name,author,team_size,slug,published,created,modified,comments,game_position,ludum_dare_version,data_authors,game_link,links_body,cool,feedback,given,grade,grade-01-average,grade-01-result,grade-02-average,grade-02-result,grade-03-average,grade-03-result,grade-04-average,grade-04-result,grade-05-average,grade-05-result,grade-06-average,grade-06-result,grade-07-average,grade-07-result,grade-08-average,grade-08-result,smart
264688,Burning Ravager ,[2698],1,unstable-wip,2021-10-04T18:10:24Z,2021-10-01T00:21:01Z,2023-12-08T00:27:14Z,45,1,49,https://api.ldjam.com/vx/node2/get/2698,/events/ludum-dare/49/unstable-wip,[],110.50582998891,20,31.75,27,4.654,1,4.5,6,3.68,349,3.92,373,4.788,4,4.519,9,2.625,940,4.135,103,-11.611652351682
258640,"Help, I cast the wrong spell!","[122244, 164547]",2,help-i-cast-the-wrong-spell,2021-10-04T22:29:29Z,2021-09-01T02:43:30Z,2023-12-08T00:27:14Z,55,2,49,https://api.ldjam.com/vx/node2/get/122244+164547,/events/ludum-dare/49/help-i-cast-the-wrong-spell,"['https://soundcloud.com/clockmaker1', 'https://justcamh.itch.io/']",93.62000791686,78,37.25,49.714285714286,4.573,2,4.563,2,4.469,8,4.457,36,4.26,214,4.372,18,,,4.385,34,2.1860506638565
265771,Paper Pirates,"[24231, 67686, 94267, 368723]",4,paper-pirates,2021-10-04T21:52:45Z,2021-10-01T17:13:52Z,2023-12-08T00:27:14Z,27,3,49,https://api.ldjam.com/vx/node2/get/24231+67686+94267+368723,/events/ludum-dare/49/paper-pirates,[],79.41547822571,20,13.875,23,4.571,3,4.452,9,3.643,388,4.738,3,4.5,75,4.667,3,4.643,4,4.619,4,1.8844187430477
258357,Karawan,"[12833, 236586, 12991]",3,karawan,2021-10-04T22:00:28Z,2021-08-28T08:20:46Z,2023-12-08T00:27:14Z,114,4,49,https://api.ldjam.com/vx/node2/get/12833+236586+12991,/events/ludum-dare/49/karawan,[],68.282501418738,51,46.625,150,4.53,4,4.199,46,4.166,54,4.142,187,4.726,12,,,,,4.544,13,-50.827747176266
260443,Tower of Idols,[14061],1,tower-of-idols,2021-10-04T21:21:33Z,2021-09-21T04:42:29Z,2024-10-04T20:12:52Z,19,5,49,https://api.ldjam.com/vx/node2/get/14061,/events/ludum-dare/49/tower-of-idols,['https://twitter.com/SimexCode'],139.48663641772,14,22.375,20,4.528,5,4.472,8,4.611,2,4.778,1,4.583,45,,,,,,,0
271482,Rocky Rhodes and the Cracked Case,"[179831, 204132, 273879, 320570]",4,rocky-rhodes-and-the-cracked-case,2021-10-04T22:56:40Z,2021-10-04T21:28:27Z,2024-10-08T15:46:28Z,89,6,49,https://api.ldjam.com/vx/node2/get/179831+204132+273879+320570,/events/ludum-dare/49/rocky-rhodes-and-the-cracked-case,[],107.71163543084,151,96.875,84.5,4.482,6,4.421,14,4.293,26,4.402,51,4.655,21,4.604,4,4.524,11,4.506,16,-14.056043630959
268276,BATTERY ACID,[171757],1,battery-acid,2021-10-04T17:06:52Z,2021-10-02T17:10:17Z,2023-12-08T00:27:14Z,22,7,49,https://api.ldjam.com/vx/node2/get/171757,/events/ludum-dare/49/battery-acid,[],77.849894416152,0,12.5,21.625,4.475,7,4.55,5,3.9,169,3.275,989,4.575,47,4.5,11,3.147,621,4.225,71,-23.971407873029
260320,Jingoku,[770],1,jingoku,2021-10-04T22:06:02Z,2021-09-20T16:20:14Z,2023-12-08T00:27:14Z,133,8,49,https://api.ldjam.com/vx/node2/get/770,/events/ludum-dare/49/jingoku,['https://www.youtube.com/watch?v=Tsjtz5Udg4A'],51.112620750652,29,26.125,192.875,4.472,8,4.407,17,4.073,75,4.117,212,4.622,36,4.29,33,3.843,199,4.274,53,-62.237824836064
268469,Teeter Hero,"[8735, 19409, 1668, 93526]",4,teeter-hero,2021-10-04T22:01:50Z,2021-10-02T20:10:06Z,2023-12-08T00:27:14Z,23,9,49,https://api.ldjam.com/vx/node2/get/8735+19409+1668+93526,/events/ludum-dare/49/teeter-hero,"['https://twitter.com/stregawolf', 'https://discord.gg/Hhd4v93H9y', 'https://twitter.com/tenlki', 'https://twitter.com/ouroborose']",89.852070067488,36,22,28.25,4.463,9,4.426,12,4.192,45,4.648,8,4.667,20,4.333,21,3.82,209,4.167,90,-5.2392917041314
260011,Quantum Qitty,"[177662, 261743, 261849]",3,quantum-qitty,2021-10-04T22:51:32Z,2021-09-18T14:28:05Z,2023-12-08T00:27:14Z,27,10,49,https://api.ldjam.com/vx/node2/get/177662+261743+261849,/events/ludum-dare/49/quantum-qitty,[],86.890735984914,7,18.875,29.714285714286,4.429,10,4.196,47,4.018,105,3.875,417,4.482,89,4.463,12,,,4.037,158,-22.390362621943
