id,name,author,team_size,slug,published,created,modified,comments,game_position,ludum_dare_version,data_authors,game_link,links_body,cool,feedback,given,grade,grade-01-average,grade-01-result,grade-02-average,grade-02-result,grade-03-average,grade-03-result,grade-04-average,grade-04-result,grade-05-average,grade-05-result,grade-06-average,grade-06-result,grade-07-average,grade-07-result,grade-08-average,grade-08-result,smart
169993,Vegan Farmer,"[133940, 130081, 172260]",3,vegan-farmer,2019-10-07T21:00:54Z,2019-10-05T18:32:33Z,2024-08-06T07:18:54Z,30,24,45,https://api.ldjam.com/vx/node2/get/133940+130081+172260,/events/ludum-dare/45/vegan-farmer,"['https://youtu.be/G3hYnUuZwls', 'https://youtu.be/ov-eY9ys3AM']",77.379934873245,35,24.25,41.5,4.263,24,4.275,11,3.974,90,3.875,175,4.526,21,4.167,33,4.4,4,4.038,90,-3.1391592442533
172555,Home Sweet Home,"[4926, 4890, 170845]",3,home-sweet-home,2019-10-07T21:17:29Z,2019-10-07T16:23:08Z,2024-08-06T07:18:54Z,33,24,45,https://api.ldjam.com/vx/node2/get/4926+4890+170845,/events/ludum-dare/45/home-sweet-home,['http://zoglu.net/trucs/homesweethome/'],120.40288761451,22,57.625,40.75,4.263,24,4.026,66,3.987,85,4.425,11,4.513,28,3.987,77,3.365,259,4,101,6.0388590627814
167323,Game from the Void,[8387],1,game-from-the-void,2019-10-07T16:48:07Z,2019-10-04T19:17:48Z,2024-08-06T07:18:54Z,18,26,45,https://api.ldjam.com/vx/node2/get/8387,/events/ludum-dare/45/game-from-the-void,[],83.257541290974,14,15.25,23,4.262,26,4.071,51,4.119,52,4.357,20,3.119,779,3.548,271,4.357,9,3.881,166,-9.2214742312878
163554,Barterin' Buckaroo,"[50314, 64117, 93431, 153317, 148364]",5,barterin-buckaroo,2019-10-07T07:44:23Z,2019-09-30T20:20:58Z,2024-08-06T07:18:54Z,44,27,45,https://api.ldjam.com/vx/node2/get/50314+64117+93431+153317+148364,/events/ludum-dare/45/barterin-buckaroo,[],68.499229000574,43,27.625,59.875,4.259,27,4.164,30,3.621,243,4.216,50,4.619,10,4.054,57,4.233,17,4.224,40,-16.450841944859
165937,Warp Trash Flotilla,"[134135, 161532, 165938, 168809, 168805, 168908, 169417]",7,warp-trash-flotilla,2019-10-07T18:32:32Z,2019-10-04T02:07:35Z,2024-08-06T07:18:54Z,25,28,45,https://api.ldjam.com/vx/node2/get/134135+161532+165938+168809+168805+168908+169417,/events/ludum-dare/45/warp-trash-flotilla,[],125.83057392118,20,57,37,4.257,28,4.243,18,4.431,10,4.329,25,3.671,469,3.657,212,3.618,158,3.986,110,15.470053837925
163801,"Veni, Vidi, Upgradici","[16712, 77764, 16672, 52298, 77509]",5,veni-vidi-upgradici,2019-10-07T22:37:21Z,2019-10-01T10:54:52Z,2024-08-06T07:18:54Z,46,29,45,https://api.ldjam.com/vx/node2/get/16712+77764+16672+52298+77509,/events/ludum-dare/45/veni-vidi-upgradici,[],104.78736639912,43,56,52,4.25,29,4.176,27,3.86,133,4.61,3,4.402,50,4.224,19,3.91,81,3.949,123,15.068417651155
166759,Consciousness in a jar,[36060],1,consciousness-in-a-jar,2019-10-07T12:38:20Z,2019-10-04T15:27:38Z,2024-08-06T07:18:54Z,20,29,45,https://api.ldjam.com/vx/node2/get/36060,/events/ludum-dare/45/consciousness-in-a-jar,['https://youtu.be/fOrPWaaxF7s'],56.130962324789,8,5.75,22,4.25,29,4,77,3.95,96,3.775,233,4.175,159,,,3.775,115,4.3,23,-33.428097655105
168298,Doodle Ball,"[167728, 167813]",2,doodle-ball,2019-10-07T19:23:18Z,2019-10-04T22:02:17Z,2024-08-06T07:18:54Z,30,31,45,https://api.ldjam.com/vx/node2/get/167728+167813,/events/ludum-dare/45/doodle-ball,[],111.99020501842,10,46.875,38.375,4.237,31,4.303,6,3.892,121,3.703,286,3.987,272,3.351,367,2.641,589,3.882,165,16.266570042494
169065,Big Bang Trainee Program,"[131943, 141396]",2,big-bang-trainee-program,2019-10-06T19:34:24Z,2019-10-05T05:38:55Z,2024-08-06T07:18:54Z,12,31,45,https://api.ldjam.com/vx/node2/get/131943+141396,/events/ludum-dare/45/big-bang-trainee-program,[],97.091459935242,10,18.5,20.625,4.237,31,3.895,118,4.105,57,4.079,95,4.105,205,4.059,56,3.972,64,4.026,97,6.742397358966
169841,Fairytiles,"[132742, 134368]",2,fairytiles,2019-10-07T21:54:19Z,2019-10-05T16:33:28Z,2024-08-06T07:18:54Z,31,33,45,https://api.ldjam.com/vx/node2/get/132742+134368,/events/ludum-dare/45/fairytiles,['http://kodobolt.com/games/2019_LD45_Fairytiles/'],97.849210958016,48,33.75,41.428571428571,4.225,33,4.113,41,4.313,20,4.038,106,3.526,546,,,4.05,45,3.684,294,15.315642340582
160706,Bob,"[3398, 6977, 10558]",3,bob,2019-10-07T22:44:22Z,2019-09-15T12:11:40Z,2024-08-06T07:18:54Z,40,34,45,https://api.ldjam.com/vx/node2/get/3398+6977+10558,/events/ludum-dare/45/bob,"['https://www.youtube.com/watch?v=poEe9lhdnYk', 'https://ldjam.com/events/ludum-dare/45/$160706/tips-tricks', 'https://www.youtube.com/channel/UCn1zg3Jdr8LNnulISBtQs6w', 'https://ldjam.com/events/ludum-dare/45/$160706/grid-game-an-ld45-warm-up', 'https://ldjam.com/events/ludum-dare/45/bob/lo-and-behold-bob', 'https://soundcloud.com/flaterectomy', 'http://portfolio.flaterectomy.com', 'https://twitter.com/IcarusMachine', 'https://soundcloud.com/theectocosm', 'https://twitter.com/flaterectomy', 'https://ldjam.com/events/ludum-dare/45/$160706/wallpaper', 'https://github.com/DaanVanYperen/', 'https://ldjam.com/events/ludum-dare/45/$160706/you-cant-spell-slaughter-without-ugh', 'http://www.mostlyoriginal.net', 'http://www.flaterectomy.com', 'http://www.mostlyoriginal.net/play-bob/', 'https://twitter.com/DaanRedblade']",58.48976518656,16,19.5,58,4.214,34,4.158,33,3.649,225,4.368,17,4.272,105,3.972,83,3.67,144,4.027,96,-32.85689371714
173491,MU: The empty Fist,[103711],1,mu-the-empty-fist,2019-10-07T22:20:30Z,2019-10-07T21:55:55Z,2024-08-06T07:18:54Z,13,35,45,https://api.ldjam.com/vx/node2/get/103711,/events/ludum-dare/45/mu-the-empty-fist,"['https://incompetech.com', 'http://creativecommons.org/licenses/by/4.0/', 'https://filmmusic.io']",82.338696959262,8,10,21,4.211,35,4.263,14,4.079,63,2.895,851,4.158,170,,,3.026,407,,,-18.350341907227
166757,ColorBound,"[123785, 36736, 9150, 166780, 57790, 166794, 169205]",7,colorbound,2019-10-07T21:58:22Z,2019-10-04T15:25:35Z,2024-08-06T07:18:54Z,27,36,45,https://api.ldjam.com/vx/node2/get/123785+36736+9150+166780+57790+166794+169205,/events/ludum-dare/45/colorbound,"['https://valmontderagondas.bandcamp.com', 'http://www.ag-audio.com/']",117.52223368298,20,42.125,36,4.206,36,3.956,94,3.162,560,3.75,244,4.426,46,4.147,37,,,4.059,77,13.447654759234
164203,Ball of Duty: Special Drops,"[769, 773, 54320, 24540, 30596, 154572, 59490, 169760]",8,ball-of-duty-special-drops,2019-10-07T22:56:25Z,2019-10-02T01:52:08Z,2024-08-06T07:18:54Z,40,37,45,https://api.ldjam.com/vx/node2/get/769+773+54320+24540+30596+154572+59490+169760,/events/ludum-dare/45/ball-of-duty-special-drops,"['https://lando.systems/games/ld45-ballofduty', 'https://lando.systems', 'https://twitter.com/PalpatinesSmile', 'https://github.com/bploeckelman/LudumDare45', 'https://twitter.com/dsgraham', 'https://lando.systems/games/ld45-ballofduty/ld45-ballofduty.jar']",105.42952440083,88,72.25,66,4.2,37,4.238,19,3.954,94,4.231,46,4.138,185,3.959,87,3.582,169,3.646,315,14.659727659075
170207,Start with nothing,[26545],1,start-with-nothing-2,2019-10-06T21:07:57Z,2019-10-05T21:49:23Z,2024-08-06T07:18:54Z,24,38,45,https://api.ldjam.com/vx/node2/get/26545,/events/ludum-dare/45/start-with-nothing-2,"['http://acutic.net/ACAL-0007/', 'https://rubyleehs.itch.io/startwithnothing']",85.941213141208,7,22.25,31.125,4.194,38,3.871,126,4.483,9,4.583,4,3.534,542,3.179,464,3.621,156,3.56,375,-10.470316641157
161006,Nothing Everything,"[161005, 164555]",2,nothing-everything,2019-10-07T20:00:41Z,2019-09-18T15:40:25Z,2024-08-06T07:18:54Z,38,39,45,https://api.ldjam.com/vx/node2/get/161005+164555,/events/ludum-dare/45/nothing-everything,"['https://plaintextdev.com/LD45/walkthrough.txt', 'https://reneantunes.itch.io/nothing-everything](https://reneantunes.itch.io/nothing-everything', 'https://reneantunes.itch.io/nothing-everything#download', 'https://reneantunes.itch.io/nothing-everything']",99.436615235225,36,44,45.5,4.189,39,4.256,15,4.114,54,4.045,104,3.989,271,3.643,217,4.33,11,4.038,90,16.095912372336
173245,Day Zero,"[165572, 11052]",2,day-zero,2019-10-07T22:20:42Z,2019-10-07T21:16:54Z,2024-08-06T07:18:54Z,50,40,45,https://api.ldjam.com/vx/node2/get/165572+11052,/events/ludum-dare/45/day-zero,[],87.43251365736,77,43,65.428571428571,4.188,40,4.078,50,4.266,27,4.484,6,4.087,220,,,3.984,58,3.778,231,8.737455354129
161547,Never Ending Entropy,"[80608, 81363, 80999, 164007]",4,entropy,2019-10-07T23:02:53Z,2019-09-23T04:01:48Z,2024-08-06T07:18:54Z,68,41,45,https://api.ldjam.com/vx/node2/get/80608+81363+80999+164007,/events/ludum-dare/45/entropy,"['https://discord.gg/7DerY2B', 'https://youtu.be/IF2vFuDwVMw', 'https://discord.gg/Jd3zBzT']",122.56681620402,81,83,64.285714285714,4.185,41,3.935,101,3.71,193,4.121,80,4.273,103,3.927,103,,,4.234,37,15.97459272234
161271,Spooky: The one who lost everything,"[161270, 172767]",2,spooky-the-one-who-lost-everything,2019-10-07T19:05:47Z,2019-09-20T23:18:23Z,2024-08-06T07:18:54Z,100,42,45,https://api.ldjam.com/vx/node2/get/161270+172767,/events/ludum-dare/45/spooky-the-one-who-lost-everything,[],66.143782776615,77,43.75,131.57142857143,4.184,42,4.128,39,3.812,153,3.302,559,4.39,55,,,3.228,304,4.093,70,-26.213521262738
172382,little BEETLE bottle BATTLE,[172381],1,little-beetle-bottle-battle,2019-10-07T21:17:52Z,2019-10-07T14:06:35Z,2024-08-06T07:18:54Z,36,43,45,https://api.ldjam.com/vx/node2/get/172381,/events/ludum-dare/45/little-beetle-bottle-battle,"['https://twitter.com/bad_tetris', 'https://chevyray.itch.io/pixel-fonts', 'http://apthomson.com']",83.205029433784,5,30.375,44.875,4.182,43,4.273,12,4.239,32,3.163,683,4.102,210,3.773,169,3.184,331,3.857,178,-14.881382392799
163685,The Defective Detective,[163684],1,the-defective-detective,2019-10-07T13:22:17Z,2019-10-01T03:32:08Z,2024-08-06T07:18:54Z,63,44,45,https://api.ldjam.com/vx/node2/get/163684,/events/ludum-dare/45/the-defective-detective,[],100.55096835719,56,45.75,52.857142857143,4.176,44,4.059,54,3.794,158,3.598,363,,,4,68,4.186,25,4.098,66,15.948309244536
163011,Dreamiverse,"[51081, 164037]",2,dreamiverse,2019-10-07T21:56:33Z,2019-09-29T18:47:38Z,2024-08-06T07:18:54Z,20,45,45,https://api.ldjam.com/vx/node2/get/51081+164037,/events/ludum-dare/45/dreamiverse,['https://twitter.com/Antoined73'],80.336173105394,26,11.375,24.833333333333,4.174,45,3.804,150,4.304,23,4.283,32,4.174,160,,,,,4.364,17,-2.86358112959
164061,The Legend of Nüdacus,[164051],1,the-legend-of-nudacus,2019-10-07T09:31:17Z,2019-10-01T20:02:29Z,2024-08-06T07:18:54Z,22,46,45,https://api.ldjam.com/vx/node2/get/164051,/events/ludum-dare/45/the-legend-of-nudacus,"['https://twitter.com/DummyDojo', 'https://twitter.com/itsgenuinemusic']",85.580042427962,15,19.5,27.625,4.173,46,4.16,31,3.654,223,3.692,298,4.288,99,3.808,148,3.82,101,3.76,246,-1.1376934514039
166793,Calibal's Curse,[6790],1,calibals-curse,2019-10-07T22:37:33Z,2019-10-04T15:42:38Z,2024-08-06T07:18:54Z,27,46,45,https://api.ldjam.com/vx/node2/get/6790,/events/ludum-dare/45/calibals-curse,[],78.173595997057,25,16.5,28,4.173,46,4.154,34,3.66,219,3.463,437,4.407,49,4.135,41,3.08,385,4.038,90,0.87337902782492
169316,The Song of Calirum,"[16309, 50664]",2,the-song-of-calirum,2019-10-07T22:00:58Z,2019-10-05T09:20:18Z,2024-08-06T07:18:54Z,77,48,45,https://api.ldjam.com/vx/node2/get/16309+50664,/events/ludum-dare/45/the-song-of-calirum,[],117.44404390294,125,116.25,84,4.171,48,4.018,71,3.941,102,3.747,255,4.444,43,4.053,58,3.371,257,4.169,47,2.5978352085154
159934,WELCOME TO NOTHING,[85815],1,welcome-to-nothing,2019-10-07T21:42:05Z,2019-09-04T13:53:09Z,2024-08-06T07:18:54Z,42,49,45,https://api.ldjam.com/vx/node2/get/85815,/events/ludum-dare/45/welcome-to-nothing,[],95.597535998,47,41.125,46,4.167,49,4.211,25,4.211,37,4.211,52,3.663,475,3.037,520,4.089,39,3.884,163,16.032502630369
160537,Cipher,"[142888, 164895]",2,cipher,2019-10-07T19:37:11Z,2019-09-13T14:15:00Z,2024-08-06T07:18:54Z,41,49,45,https://api.ldjam.com/vx/node2/get/142888+164895,/events/ludum-dare/45/cipher,[],72.556344153513,42,27.375,60.571428571429,4.167,49,4.017,73,3.907,114,2.991,794,4.242,118,3.851,133,,,4.043,87,-12.072959883994
166973,Polterheist,"[166971, 5364, 167786]",3,polterheist,2019-10-07T22:35:30Z,2019-10-04T17:16:37Z,2024-08-06T07:18:54Z,35,49,45,https://api.ldjam.com/vx/node2/get/166971+5364+167786,/events/ludum-dare/45/polterheist,[],85.7939088487,34,24.75,34.625,4.167,49,3.758,186,3.697,199,3.063,757,4.333,76,4.063,55,4.106,35,4.031,94,9.8078400336332
172614,Upgrade,"[124552, 172607, 127363, 127469]",4,upgrade,2019-10-07T17:10:34Z,2019-10-07T17:08:15Z,2024-08-06T07:18:54Z,32,49,45,https://api.ldjam.com/vx/node2/get/124552+172607+127363+127469,/events/ludum-dare/45/upgrade,"['https://twitter.com/MaciekOaky', 'https://lucidus.itch.io/upgrade']",66.69834481845,24,14.625,33.875,4.167,49,4.212,24,3.576,285,4.197,56,4.076,227,3.935,98,3,413,3.9,145,-11.344607621499
172047,Checkboxes,[49732],1,checkboxes,2019-10-07T06:49:38Z,2019-10-07T06:23:14Z,2024-08-06T07:18:54Z,12,53,45,https://api.ldjam.com/vx/node2/get/49732,/events/ludum-dare/45/checkboxes,['https://github.com/adamwberck/Ludum_Dare45'],111.30538571376,8,27.875,23.5,4.159,53,4.159,32,4.5,8,3.886,169,2.909,876,3.136,487,3.026,407,3.357,538,15.244305716161
167434,Seedvilization,"[167427, 170722, 173054, 173058, 173084]",5,seedvilization,2019-10-07T20:29:10Z,2019-10-04T19:49:15Z,2024-08-06T07:18:54Z,23,54,45,https://api.ldjam.com/vx/node2/get/167427+170722+173054+173058+173084,/events/ludum-dare/45/seedvilization,['https://youtu.be/ByqBuMHa2xs'],109.17875251165,23,37.25,36.857142857143,4.153,54,4.153,35,3.514,325,3.736,264,4.458,40,,,2.534,641,4.167,48,12.736405862099
162900,The Mystery Box,[162899],1,the-mystery-box,2019-10-06T20:02:24Z,2019-09-29T14:35:34Z,2024-08-06T07:18:54Z,55,55,45,https://api.ldjam.com/vx/node2/get/162899,/events/ludum-dare/45/the-mystery-box,[],93.835129064444,62,52.5,60.625,4.15,55,3.925,108,4.042,70,3.568,376,4.242,118,3.5,300,2.741,549,3.819,205,15.115306290394
165612,PUMP,[165610],1,pump,2019-10-06T22:01:29Z,2019-10-03T19:45:00Z,2024-08-06T07:18:54Z,19,55,45,https://api.ldjam.com/vx/node2/get/165610,/events/ludum-dare/45/pump,[],52.08215248324,11,8.375,31.875,4.15,55,4.283,9,2.983,709,2.052,1099,4.4,52,4.283,13,3.241,299,4.097,69,-34.023176975012
166293,Space Tales,"[108661, 127882, 125270, 166302]",4,space-tales,2019-10-07T20:51:06Z,2019-10-04T10:12:34Z,2024-08-06T07:18:54Z,21,57,45,https://api.ldjam.com/vx/node2/get/108661+127882+125270+166302,/events/ludum-dare/45/space-tales,[],112.70626736212,9,41.125,33.375,4.145,57,3.844,142,3.468,355,3.387,499,4.125,194,4.274,16,4.048,46,3.891,153,16.054447076994
173265,VELOCE,"[3594, 35863]",2,veloce,2019-10-07T21:46:44Z,2019-10-07T21:23:53Z,2024-08-06T07:18:54Z,59,58,45,https://api.ldjam.com/vx/node2/get/3594+35863,/events/ludum-dare/45/veloce,[],41.17526319103,9,14.75,88,4.144,58,4.311,5,3.35,447,3.383,503,4.228,126,3.895,116,2.172,796,3.795,219,-56.768853371268
