id,name,author,team_size,slug,published,created,modified,comments,game_position,ludum_dare_version,data_authors,game_link,links_body,cool,feedback,given,grade,grade-01-average,grade-01-result,grade-02-average,grade-02-result,grade-03-average,grade-03-result,grade-04-average,grade-04-result,grade-05-average,grade-05-result,grade-06-average,grade-06-result,grade-07-average,grade-07-result,grade-08-average,grade-08-result,smart
285284,Shotgun King: the Final Checkmate,"[1083, 286850, 6693]",3,shotgun-king,2022-04-05T01:05:47Z,2022-04-02T04:33:06Z,2024-10-29T18:18:57Z,166,1,50,https://api.ldjam.com/vx/node2/get/1083+286850+6693,/events/ludum-dare/50/shotgun-king,"['https://discord.gg/dpQx647USm', 'https://www.youtube.com/c/PUNKCAKEdelicieux?sub_confirmation=1', 'https://punkcake.itch.io/shotgun-king', 'https://www.patreon.com/punkcake', 'https://punkcake.itch.io', 'https://twitter.com/PUNKCAKE_delice', 'https://punkcake.club']",57.336724705899,23,32.875,243,4.624,1,4.599,1,4.618,2,3.629,729,4.523,68,4.369,25,3.844,216,4.282,59,-69.235920760917
280256,Healer's Handbook,"[236387, 237623, 97711, 280272]",4,healers-handbook,2022-04-04T21:04:44Z,2022-03-28T17:50:45Z,2024-10-29T18:18:57Z,43,2,50,https://api.ldjam.com/vx/node2/get/236387+237623+97711+280272,/events/ludum-dare/50/healers-handbook,"['https://www.youtube.com/watch?v=udKnFBdZrag', 'https://chris19191.itch.io/healers-handbook](https://chris19191.itch.io/healers-handbook']",96.321221845333,42,41.75,46,4.534,2,4.352,14,4.591,3,4.648,2,4.75,8,4.545,10,3.841,218,4.25,71,-12.011730987188
283266,Different Strokes,"[81421, 224670, 290461, 290764]",4,different-strokes,2022-04-04T23:50:51Z,2022-04-01T15:29:55Z,2024-10-29T18:18:57Z,223,3,50,https://api.ldjam.com/vx/node2/get/81421+224670+290461+290764,/events/ludum-dare/50/different-strokes,"['https://discord.gg/7r7MtVmEnh', 'https://swsteffes.itch.io/different-strokes', 'https://www.differentstrokes.xyz', 'https://store.steampowered.com/app/2102020/Different_Strokes/']",53.385391260157,28,28.5,334.125,4.533,3,4.251,24,4.776,1,3.468,911,4.442,109,4.204,55,4.061,100,4.495,19,-72.287951538656
285594,Card O''Clock,[63105],1,card-oclock,2022-04-04T20:46:32Z,2022-04-02T08:22:01Z,2024-10-29T18:18:57Z,35,4,50,https://api.ldjam.com/vx/node2/get/63105,/events/ludum-dare/50/card-oclock,['https://www.twitch.tv/bastienre4'],104.34983894999,56,42.875,40.375,4.488,4,4.338,16,4.5,7,4.6,6,3.838,540,3.658,358,2.887,718,3.829,327,-2.1114271125079
277541,Chess at the End of Time,"[122244, 164547]",2,chess-at-the-end-of-time,2022-04-05T01:51:38Z,2022-03-16T22:35:42Z,2024-10-29T18:18:57Z,29,5,50,https://api.ldjam.com/vx/node2/get/122244+164547,/events/ludum-dare/50/chess-at-the-end-of-time,['https://soundcloud.com/clockmaker1/sets/chess-at-the-end-of-time-ost'],85.720862678478,26,16.625,27,4.46,5,4.22,29,4.58,4,4.3,64,4.44,110,4.44,18,,,4.68,4,-2.5755399105091
283268,Astral Abyss,"[138348, 272419]",2,astral-abyss,2022-04-05T01:49:35Z,2022-04-01T15:31:08Z,2024-10-29T18:18:57Z,30,6,50,https://api.ldjam.com/vx/node2/get/138348+272419,/events/ludum-dare/50/astral-abyss,[],123.81417220407,21,37.75,34.166666666667,4.422,6,4.125,62,4.156,44,4.391,40,4.727,11,,,,,4.625,8,-13.608943552319
284793,Delayed Trickshot,[219121],1,delayed-trickshot,2022-04-04T02:25:37Z,2022-04-02T00:52:40Z,2024-10-29T18:18:57Z,20,7,50,https://api.ldjam.com/vx/node2/get/219121,/events/ludum-dare/50/delayed-trickshot,[],70.710678118655,18,7,20,4.417,7,4.528,3,4.167,41,4.167,153,4.167,265,3.75,287,,,,,-13.733781437249
276690,Kiwis Can't Fly,"[1883, 10169]",2,kiwis-cant-fly,2022-04-05T00:21:14Z,2022-03-08T08:40:43Z,2024-10-29T18:18:57Z,101,8,50,https://api.ldjam.com/vx/node2/get/1883+10169,/events/ludum-dare/50/kiwis-cant-fly,"['https://play.google.com/store/apps/details?id=com.cocoamoss.kiwiscantfly**', 'https://ddrkirbyisq.bandcamp.com/album/kiwis-cant-fly-original-soundtrack', 'https://ddrkirby.com/games/kiwis-cant-fly/jam-version/kiwis-cant-fly-jam.html**', 'https://apps.apple.com/us/app/kiwis-cant-fly/id1617884722**', 'https://cocoamoss.com/kiwis-cant-fly/kiwis-cant-fly.html**']",66.689124698857,38,41.25,107.14285714286,4.414,8,3.81,222,3.748,248,4.405,30,4.7,15,4.759,1,,,4.738,2,-48.590116471875
289208,Tatertot Towers,"[19409, 8735, 1668, 93526]",4,tatertot-towers,2022-04-05T00:58:19Z,2022-04-04T22:30:40Z,2024-10-29T18:18:57Z,34,9,50,https://api.ldjam.com/vx/node2/get/19409+8735+1668+93526,/events/ludum-dare/50/tatertot-towers,"['https://twitter.com/ouroborose', 'https://twitter.com/stregawolf', 'https://discord.gg/Hhd4v93H9y', 'https://twitter.com/tenlki']",71.897362741833,34,21,41.625,4.4,9,4.213,31,3.65,337,3.863,450,4.65,26,4.263,42,3.763,255,4.231,81,-12.320540103809
280743,1 Man 6 Bullets,"[185222, 285050, 283823]",3,1-man-6-bullets,2022-04-05T00:46:21Z,2022-03-29T16:59:35Z,2024-10-29T18:18:57Z,246,10,50,https://api.ldjam.com/vx/node2/get/185222+285050+283823,/events/ludum-dare/50/1-man-6-bullets,"['https://discord.gg/Anbjykmc2K', 'https://yudi-games.itch.io/1-man-6-bullets']",100,169,111.125,275,4.397,10,4.403,10,4.205,37,4.115,183,4.137,295,,,3.149,551,4.099,140,-55.278640450004
